id,term,category,weight
22772,rebecca,825,719
22773,cos,825,248
22774,paige,825,110
22775,brilliant,825,340
22776,joke,825,330
22777,celebrity,825,166
22778,lucy,825,104
22779,:'),825,191
22780,unreal,825,56
22781,gutted,825,204
22782,louis,825,123
22783,shocking,825,55
22784,voting,825,263
22785,gooood,824,375
22786,goood,824,801
22787,sooo,824,1537
22788,nooooo,824,63
22789,ohhhh,824,270
22790,ahhhhhh,824,109
22791,wayy,824,119
22792,meeee,824,588
22793,noooo,824,193
22794,iii,824,46
22795,youuu,824,538
22796,alll,824,1116
22797,;],824,67
22798,sooooooo,824,236
22799,ughhhh,824,92
22800,soooooo,824,452
22801,tooo,824,1655
22802,ohhh,824,324
22803,ahhhhh,824,154
22804,mee,824,243
22805,(;,824,48
22806,noo,824,100
22807,gooo,824,531
22808,goooood,824,268
22809,yeahhh,824,135
22810,sooooo,824,996
22811,toooo,824,834
22812,ahahaha,824,88
22813,soooooooo,824,115
22814,ughhh,824,294
22815,allll,824,446
22816,=/,824,93
22817,sooooooooooo,824,76
22818,dayy,824,62
22819,meee,824,786
22820,ahhhhhhh,824,79
22821,yayyyy,824,127
22822,soooo,824,1467
22823,ohhhhh,824,157
22824,nooo,824,213
22825,atmosphere,827,153
22826,hotter,827,449
22827,global,827,4037
22828,share,827,596
22829,gathering,827,57
22830,surface,827,55
22831,earth,827,6348
22832,captain,827,423
22833,temperature,827,81
22834,destroying,827,87
22835,plastic,827,423
22836,environment,827,414
22837,nasa,827,288
22838,degrees,827,542
22839,combined,827,43
22840,cnn,827,220
22841,slowly,827,1236
22842,reminder,827,402
22843,waste,827,448
22844,creature,827,100
22845,function,827,71
22846,troubled,827,51
22847,plant,827,416
22848,nxt,827,135
22849,humans,827,244
22850,burn,827,470
22851,trees,827,477
22852,permanent,827,71
22853,changing,827,641
22854,warming,827,3353
22855,population,827,90
22856,melting,827,566
22857,save,827,2224
22858,turns,827,2000
22859,superb,827,62
22860,reports,827,314
22861,planet,827,6081
22862,i'd,827,1925
22863,steps,827,275
22864,movement,827,72
22865,stubborn,826,344
22866,give,826,3656
22867,reasons,826,458
22868,worthy,826,114
22869,accept,826,431
22870,simply,826,652
22871,apologize,826,119
22872,intend,826,108
22873,forced,826,143
22874,worthless,826,101
22875,claim,826,163
22876,flaws,826,184
22877,spectacular,826,75
22878,acknowledge,826,62
22879,deserve,826,7493
22880,granted,826,261
22881,don't,826,15762
22882,anyone's,826,113
22883,compromise,826,62
22884,issue,826,756
22885,explanation,826,33
22886,kinds,826,125
22887,advantage,826,478
22888,offer,826,382
22889,swell,826,98
22890,stress,826,540
22891,refused,826,54
22892,intentions,826,173
22893,surely,826,145
22894,personally,826,193
22895,refuses,826,250
22896,settling,826,544
22897,refuse,826,2724
22898,ignore,826,176
22899,butterflies,826,108
22900,settle,826,3498
22901,honestly,826,306
22902,efforts,826,51
22903,settled,826,312
22904,affection,826,76
22905,selection,821,303
22906,intelligence,821,484
22907,realizes,821,72
22908,disappointing,821,47
22909,defense,821,139
22910,ironic,821,1026
22911,apparently,821,720
22912,letting,821,621
22913,doesn't,821,3188
22914,shown,821,153
22915,necessarily,821,135
22916,working,821,1419
22917,it's,821,9694
22918,irony,821,72
22919,nostalgia,821,38
22920,stupidity,821,284
22921,privilege,821,19
22922,receiving,821,22
22923,match,821,179
22924,naturally,821,98
22925,nowadays,821,56
22926,horoscope,821,28
22927,swell,821,55
22928,supposedly,821,22
22929,hoped,821,27
22930,helping,821,861
22931,aren't,821,1100
22932,happening,821,656
22933,natural,821,1813
22934,anymore,821,2268
22935,surprising,821,321
22936,avoiding,821,66
22937,hasn't,821,350
22938,supposed,821,1535
22939,sarcasm,821,218
22940,cracked,821,106
22941,isn't,821,17807
22942,delta,820,4842
22943,india,820,3973
22944,echo,820,4298
22945,wilde,820,657
22946,mist,820,114
22947,juliet,820,2091
22948,yankee,820,4878
22949,vista,820,61
22950,tango,820,9077
22951,uniform,820,7716
22952,forces,820,110
22953,sierra,820,8301
22954,instructions,820,698
22955,oscar,820,7546
22956,hotel,820,2213
22957,papa,820,3996
22958,romeo,820,5481
22959,redneck,820,139
22960,alpha,820,7494
22961,november,820,9222
22962,foxtrot,820,1677
22963,charlie,820,3912
22964,victor,820,66
22965,whiskey,820,140
22966,engagement,823,56
22967,rockstar,823,777
22968,dance,823,2254
22969,halloween,823,1370
22970,tonight,823,6007
22971,tonite,823,1110
22972,farewell,823,177
22973,parties,823,114
22974,rave,823,1257
22975,dancin,823,57
22976,lets,823,1658
22977,party,823,33275
22978,bday,823,853
22979,hoped,823,284
22980,basement,823,420
22981,wasted,823,832
22982,outfit,823,114
22983,wheres,823,230
22984,formal,823,67
22985,x-mas,823,65
22986,slumber,823,989
22987,disco,823,113
22988,cmon,822,178
22989,smoothly,822,61
22990,gooo,822,275
22991,continues,822,284
22992,trend,822,90
22993,lets,822,28828
22994,doesnt,822,748
22995,lasts,822,209
22996,stays,822,404
22997,alright,822,1290
22998,hype,822,37
22999,hope,822,13501
23000,daddy's,1536,41
23001,celebrated,1536,573
23002,belated,1536,386
23003,brother's,1536,263
23004,birthdays,1536,1328
23005,baby's,1536,84
23006,festivities,1536,48
23007,birthday,1536,27756
23008,celebrating,1536,2639
23009,mom's,1536,489
23010,wishes,1536,13454
23011,present,1536,1191
23012,b-day,1536,6823
23013,cake,1536,647
23014,sister's,1536,151
23015,celebration,1536,1073
23016,dad's,1536,347
23017,son's,1536,97
23018,celebrate,1536,4855
23019,happy,1536,14893
23020,status,1483,3806
23021,ni,1483,3029
23022,:/,1483,4458
23023,http,1483,2591
23024,ve,1483,2895
23025,smiles,1483,289
23026,bonus,1483,383
23027,:@,1483,142
23028,update,1483,6463
23029,added,1483,5406
23030,install,1483,82
23031,download,1483,113
23032,net,1483,1162
23033,giggle,1483,39
23034,wanna,1483,8217
23035,teh,1482,106
23036,>:,1482,1003
23037,>.<,1482,991
23038,hiccups,1482,37
23039,goddamn,1482,86
23040,nooooo,1482,930
23041,sighs,1482,217
23042,sob,1482,50
23043,d:,1482,10069
23044,o_o,1482,346
23045,x_x,1482,199
23046,grrrrrr,1482,78
23047,curse,1482,180
23048,meeee,1482,63
23049,han,1482,479
23050,noooo,1482,894
23051,tt,1482,3251
23052,nooo,1482,739
23053,omfg,1482,311
23054,noooooo,1482,539
23055,ahhhh,1482,225
23056,booo,1482,63
23057,t_t,1482,2402
23058,gawd,1482,186
23059,noo,1482,146
23060,urgh,1482,127
23061,>_<,1482,236
23062,shutting,1482,44
23063,thingy,1482,126
23064,darn,1482,233
23065,dx,1482,1227
23066,gah,1482,753
23067,wth,1482,154
23068,damnit,1482,314
23069,argh,1482,411
23070,dammit,1482,710
23071,-_-,1482,244
23072,cries,1482,179
23073,ruined,1482,124
23074,:'(,1482,249
23075,huhuhu,1482,80
23076,:[,1482,162
23077,d:<,1482,513
23078,geez,1481,160
23079,rush,1481,8055
23080,crash,1481,1870
23081,august,1481,899
23082,big,1481,2526
23083,runs,1481,212
23084,sugar,1481,781
23085,crush,1481,223
23086,caffeine,1481,87
23087,crave,1481,694
23088,sudden,1481,163
23089,traffic,1481,478
23090,plenty,1481,208
23091,time,1481,14596
23092,element,1481,36
23093,hurry,1481,670
23094,rushing,1481,526
23095,temporarily,1480,37
23096,dean,1480,180
23097,enemy,1480,296
23098,steve,1480,182
23099,urgent,1480,54
23100,taught,1480,328
23101,directly,1480,92
23102,precious,1480,307
23103,enemies,1480,182
23104,conscience,1480,84
23105,adding,1480,354
23106,rejoice,1480,183
23107,darkness,1480,1207
23108,unknown,1480,259
23109,lawrence,1480,506
23110,racism,1480,29
23111,ricky,1480,588
23112,maintain,1480,50
23113,thousands,1480,306
23114,humanity,1480,140
23115,ken,1480,93
23116,deeper,1480,212
23117,loss,1480,320
23118,continues,1480,137
23119,jr,1480,4950
23120,kin,1480,466
23121,burden,1480,123
23122,develop,1480,45
23123,returning,1480,406
23124,dr,1480,1134
23125,king,1480,4641
23126,luther,1480,2825
23127,individual,1480,129
23128,programs,1480,39
23129,solid,1480,263
23130,drive,1480,1321
23131,method,1480,119
23132,edge,1480,180
23133,threat,1480,69
23134,martin,1480,7250
23135,coco,1480,83
23136,approaching,1480,56
23137,heart,1487,18060
23138,breaking,1487,1712
23139,bleeding,1487,299
23140,pieces,1487,7010
23141,stabbed,1487,112
23142,choked,1487,197
23143,ripping,1487,305
23144,crashing,1487,118
23145,tore,1487,395
23146,shattered,1487,845
23147,destiny,1487,149
23148,prepare,1487,221
23149,script,1487,51
23150,pattern,1487,53
23151,torn,1487,1286
23152,tiny,1487,311
23153,resort,1487,136
23154,heart's,1487,43
23155,aching,1487,61
23156,mend,1487,99
23157,falling,1487,1423
23158,bits,1487,717
23159,ripped,1487,977
23160,breaks,1487,3531
23161,million,1487,654
23162,crushed,1487,83
23163,falls,1487,437
23164,break,1487,8163
23165,broken,1487,3448
23166,broke,1487,1732
23167,fall,1487,2193
23168,timing,1487,153
23169,picking,1487,368
23170,tearing,1487,368
23171,bleed,1487,135
23172,thrown,1487,197
23173,nothings,1487,38
23174,tear,1487,1547
23175,fragile,1487,280
23176,flirt,1487,33
23177,replaced,1487,77
23178,pick,1487,1270
23179,smashed,1487,54
23180,piece,1487,1151
23181,beautiful,1486,3396
23182,enjoy,1486,1513
23183,outdoor,1486,96
23184,picnic,1486,304
23185,nicer,1486,344
23186,predict,1486,124
23187,jog,1486,89
23188,weather,1486,21697
23189,warmer,1486,110
23190,hating,1486,259
23191,enjoyin,1486,100
23192,perfect,1486,3635
23193,depending,1486,94
23194,holds,1486,122
23195,bipolar,1486,400
23196,gorgeous,1486,727
23197,lovely,1486,989
23198,beach,1486,1001
23199,bbq,1486,291
23200,nice,1486,7013
23201,arizona,1486,68
23202,degree,1486,2286
23203,sunshine,1486,315
23204,lovin,1486,1478
23205,shitty,1486,326
23206,warm,1486,442
23207,hoodie,1486,48
23208,stays,1486,197
23209,crappy,1486,637
23210,cuddling,1486,102
23211,enjoying,1486,3100
23212,romantic,1486,79
23213,cooler,1486,567
23214,unpredictable,1486,31
23215,delightful,1486,362
23216,loving,1486,5878
23217,good,1485,13498
23218,dragging,1485,97
23219,day,1485,21243
23220,today,1485,15730
23221,longest,1485,804
23222,gods,1484,729
23223,von,1484,988
23224,wash,1484,1268
23225,bare,1484,1056
23226,seal,1484,42
23227,movin,1484,210
23228,raise,1484,377
23229,puts,1484,259
23230,holding,1484,897
23231,god's,1484,400
23232,satisfy,1484,233
23233,tied,1484,376
23234,wave,1484,258
23235,touching,1484,495
23236,hands,1484,17485
23237,put,1484,8364
23238,soap,1484,112
23239,butterflies,1484,125
23240,gloves,1484,128
23241,clap,1484,4039
23242,pockets,1484,299
23243,shaking,1484,628
23244,hips,1484,266
23245,shook,1484,226
23246,liar,1489,126
23247,exists,1489,82
23248,move,1489,955
23249,mind,1489,2520
23250,stroke,1489,1267
23251,trouble,1489,622
23252,absolute,1489,99
23253,confidence,1489,126
23254,furry,1489,1190
23255,find,1489,3605
23256,confident,1489,119
23257,unable,1489,252
23258,intelligent,1489,245
23259,slips,1489,429
23260,full,1489,1289
23261,seeking,1489,146
23262,rub,1489,115
23263,doubt,1489,6802
23264,rhyme,1489,455
23265,walls,1489,336
23266,doubts,1489,307
23267,refuses,1489,132
23268,shadow,1489,267
23269,refuse,1489,196
23270,fills,1489,264
23271,benefit,1489,460
23272,reasonable,1489,79
23273,b'day,1488,97
23274,va,1488,360
23275,wid,1488,359
23276,specially,1488,106
23277,gals,1488,36
23278,hats,1488,49
23279,ram,1488,80
23280,ani,1488,70
23281,roy,1488,209
23282,holi,1488,24
23283,ans,1488,21
23284,az,1488,696
23285,cha,1488,80
23286,khan,1488,72
23287,harsh,1488,109
23288,mumbai,1488,39
23289,chi,1488,98
23290,thnx,1488,243
23291,superb,1488,55
23292,ra,1488,181
23293,jai,1488,209
23294,har,1488,113
23295,frnds,1488,75
23296,ta,1488,303
23297,baba,1488,80
23298,tym,1488,96
23299,chai,1488,45
23300,ba,1488,348
23301,tags,1488,21
23302,ama,1488,61
23303,delhi,1488,166
23304,ye,1488,339
23305,bi,1488,111
23306,alan,1488,76
23307,che,1488,201
23308,courtesy,1488,210
23309,guyz,1488,107
23310,dar,1488,267
23311,das,1488,180
23312,memorable,1488,122
23313,bash,1488,36
23314,ham,1488,175
23315,cheers,1488,180
23316,ke,1488,878
23317,anu,1488,42
23318,pal,1488,47
23319,seth,1488,30
23320,gandhi,1488,102
23321,loads,1488,91
23322,nostalgic,1488,22
23323,tara,1488,73
23324,tat,797,3310
23325,shop,797,745
23326,artists,797,63
23327,suggestions,797,399
23328,idea,797,1011
23329,healed,797,62
23330,design,797,526
23331,ink,797,1276
23332,logo,797,112
23333,tattooed,797,376
23334,arm,797,661
23335,tattoo,797,10939
23336,wire,797,581
23337,thinking,797,2127
23338,temporary,797,109
23339,ideas,797,1520
23340,contemplating,797,77
23341,tis,797,128
23342,forehead,797,185
23343,permanent,797,119
23344,addicting,797,75
23345,convention,797,198
23346,wanting,797,273
23347,tattoos,797,2026
23348,draw,797,187
23349,appointment,797,164
23350,suggestion,797,51
23351,itch,797,88
23352,symbol,797,302
23353,needle,797,40
23354,possibly,797,303
23355,needles,797,41
23356,wrist,797,174
23357,designed,797,90
23358,drawn,797,109
23359,booked,797,119
23360,skull,797,39
23361,sleeve,797,368
23362,artist,797,788
23363,gettin,797,1141
23364,piercing,797,469
23365,stoked,797,170
23366,faded,797,33
23367,drawing,797,229
23368,julie,796,773
23369,engaged,796,122
23370,julia,796,2739
23371,hart,796,1258
23372,kevin,796,7096
23373,hah,796,1092
23374,smith,796,165
23375,aaron,796,106
23376,melissa,796,117
23377,babes,796,67
23378,australian,796,36
23379,correction,796,88
23380,bacon,796,280
23381,sneak,796,52
23382,needles,796,613
23383,jonas,796,72
23384,har,796,194
23385,ashley,796,198
23386,corey,796,441
23387,walker,796,103
23388,aka,796,282
23389,hahahah,796,176
23390,embarrassing,795,121
23391,sounds,795,508
23392,arm,795,396
23393,you're,795,2903
23394,hide,795,420
23395,lame,795,8241
23396,cuz,795,1122
23397,thinks,795,1280
23398,excuses,795,407
23399,bummer,795,147
23400,designer,795,233
23401,pathetic,795,2286
23402,acceptable,795,84
23403,rejected,795,71
23404,excuse,795,3665
23405,cool,795,1817
23406,figured,795,156
23407,sleeve,795,68
23408,cooler,795,2361
23409,tricks,795,510
23410,shades,795,421
23411,loser,795,162
23412,losers,795,229
23413,b'day,794,129
23414,engagement,794,104
23415,cookout,794,88
23416,throwing,794,155
23417,daughter's,794,119
23418,celebrating,794,1474
23419,planning,794,747
23420,cousin's,794,218
23421,friend's,794,277
23422,parties,794,353
23423,sister's,794,343
23424,saturday,794,1519
23425,cousins,794,236
23426,celebrated,794,276
23427,baby's,794,184
23428,presents,794,280
23429,sleepover,794,130
23430,celebrate,794,1561
23431,surprise,794,1761
23432,balloons,794,162
23433,mom's,794,282
23434,son's,794,137
23435,attended,794,91
23436,attend,794,172
23437,bday,794,4115
23438,attending,794,85
23439,birthday,794,16077
23440,party,794,26783
23441,blast,794,823
23442,bash,794,1378
23443,celebration,794,773
23444,inviting,794,47
23445,dad's,794,271
23446,invited,794,363
23447,suprise,794,394
23448,graduation,794,768
23449,st,794,1532
23450,brother's,794,226
23451,b-day,794,2790
23452,nephews,794,108
23453,cake,794,1021
23454,grandma's,794,132
23455,grad,794,359
23456,invites,794,108
23457,dads,794,189
23458,dreading,793,262
23459,school,793,18919
23460,skipped,793,53
23461,yay,793,2016
23462,orientation,793,97
23463,foward,793,50
23464,yaaay,793,122
23465,skip,793,1947
23466,ughh,793,455
23467,ewww,793,70
23468,exited,793,267
23469,tmrw,793,1626
23470,skipping,793,168
23471,bleh,793,233
23472,ughhhh,793,89
23473,ew,793,151
23474,eww,793,121
23475,tomorrow,793,9357
23476,ehh,793,110
23477,darkest,792,76
23478,feeding,792,258
23479,stray,792,74
23480,furry,792,102
23481,environment,792,53
23482,penguin,792,146
23483,kingdom,792,204
23484,rescue,792,212
23485,snake,792,101
23486,animals,792,6497
23487,cage,792,103
23488,monkeys,792,232
23489,february,792,390
23490,crossing,792,156
23491,turtle,792,91
23492,rats,792,35
23493,snakes,792,151
23494,humans,792,1592
23495,lion,792,349
23496,seal,792,88
23497,images,792,90
23498,helpless,792,46
23499,creatures,792,539
23500,lovers,792,99
23501,pet,792,1116
23502,fox,792,159
23503,farm,792,484
23504,pets,792,373
23505,aquarium,792,52
23506,rare,792,93
23507,volunteering,792,131
23508,pigs,792,70
23509,feed,792,625
23510,campaign,792,293
23511,image,792,135
23512,fed,792,215
23513,feb,792,172
23514,breed,792,441
23515,adopted,792,169
23516,commercials,792,74
23517,cats,792,517
23518,lions,792,438
23519,stuffed,792,1333
23520,jackass,792,100
23521,dogs,792,850
23522,horses,792,157
23523,tigers,792,361
23524,tiger,792,411
23525,mice,792,39
23526,volunteer,792,64
23527,abused,792,105
23528,bunnies,792,36
23529,fur,792,110
23530,abandoned,792,38
23531,turtles,792,69
23532,planet,792,794
23533,cruel,792,140
23534,wild,792,819
23535,crackers,792,356
23536,loop,792,59
23537,donkey,792,91
23538,circus,792,203
23539,deer,792,91
23540,escaped,792,78
23541,cows,792,56
23542,species,792,755
23543,balloon,792,120
23544,pine,792,31
23545,zoo,792,4147
23546,fatal,792,29
23547,animal,792,9598
23548,elephant,792,680
23549,goat,792,109
23550,creature,792,316
23551,shelter,792,731
23552,vicious,792,53
23553,companion,792,32
23554,abuse,792,398
23555,whale,792,248
23556,filthy,792,162
23557,dolphins,792,175
23558,adopt,792,347
23559,dog,792,1661
23560,jungle,792,184
23561,african,792,104
23562,wolves,792,175
23563,attacking,792,38
23564,assistance,791,32
23565,required,791,80
23566,extra,791,659
23567,owe,791,746
23568,money,791,7193
23569,loan,791,225
23570,dollar,791,536
23571,month,791,2097
23572,minimum,791,312
23573,groceries,791,119
23574,rent,791,2168
23575,bucks,791,672
23576,check,791,1731
23577,weekly,791,116
23578,fee,791,332
23579,earned,791,82
23580,electricity,791,163
23581,pay,791,13881
23582,housing,791,44
23583,dime,791,50
23584,insurance,791,427
23585,bonus,791,173
23586,payday,791,494
23587,pays,791,395
23588,checks,791,247
23589,electric,791,232
23590,government,791,416
23591,afford,791,502
23592,tax,791,187
23593,income,791,89
23594,gas,791,657
23595,earn,791,189
23596,paid,791,7085
23597,borrow,791,195
23598,pocket,791,186
23599,job,791,2844
23600,debt,791,829
23601,payment,791,415
23602,paying,791,3060
23603,paycheck,791,701
23604,recieved,791,52
23605,dollars,791,556
23606,bill,791,2905
23607,cash,791,632
23608,taxes,791,689
23609,collect,791,183
23610,budget,791,366
23611,bills,791,6883
23612,medical,791,276
23613,refused,791,41
23614,feed,790,1921
23615,cereal,790,102
23616,thirsty,790,577
23617,hunger,790,463
23618,sushi,790,149
23619,worms,790,64
23620,eats,790,165
23621,refuses,790,39
23622,breakfast,790,814
23623,fed,790,415
23624,feeding,790,305
23625,bite,790,633
23626,snacks,790,52
23627,puke,790,59
23628,plate,790,112
23629,starving,790,1441
23630,sandwich,790,122
23631,stomach,790,474
23632,food,790,6556
23633,drink,790,1408
23634,fridge,790,214
23635,greedy,790,132
23636,lunch,790,1895
